"eudract_number","title","protocol_country_code","double_blind","single_blind","open","design","randomised","crossover","parallel_group","controlled","arms","active_comparator","placebo","open_gs","single_blind_gs","double_blind_gs","randomised_gs","crossover_gs","parallel_group_gs","arms_gs","controlled_gs","arms_orig","open_orig","double_blind_orig","single_blind_orig","controlled_orig","parallel_group_orig","crossover_orig","randomised_orig"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction CancerRandomizovaná multicentrická otevřená studie fáze III hodnotící léčbu nivolumabem v kombinaci s ipilimumabem nebo nivolumabem v kombinaci s oxaliplatinou a fluoropyrimidinem oproti léčbě oxaliplatinou a fluoropyrimidinem u pacientů s neléčeným pokročilým nebo metastazujícím karcinomem žaludku nebo gastroezofageální junkce.","PT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer(CheckMate 649: CHECKpoint pathway and nivoluMab clinical Trial Evaluation 649)","GB","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction CancerRandomizovaná multicentrická otevřená studie fáze III hodnotící léčbu nivolumabem v kombinaci s ipilimumabem nebo nivolumabem v kombinaci s oxaliplatinou a fluoropyrimidinem oproti léčbě oxaliplatinou a fluoropyrimidinem u pacientů s neléčeným pokročilým nebo metastazujícím karcinomem žaludku nebo gastroezofageální junkce.","ES","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer(CheckMate 649: CHECKpoint pathway and nivoluMab clinical Trial Evaluation 649)","GR","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer(CheckMate 649: CHECKpoint pathway and nivoluMab clinical Trial Evaluation 649)","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer(CheckMate 649: CHECKpoint pathway and nivoluMab clinical Trial Evaluation 649)","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001018-76","A Randomized Multicenter Open-Label Phase 3 Study of Nivolumab plus Ipilimumab or Nivolumab in Combination with Oxaliplatin plus Fluoropyrimidine versus Oxaliplatin plus Fluoropyrimidine in Subjects with Previously Untreated Advanced or Metastatic Gastric or Gastroesophageal Junction Cancer(CheckMate 649: CHECKpoint pathway and nivoluMab clinical Trial Evaluation 649)","HU","No","No","Yes","ok","Yes","No","Yes","Yes","2+","No","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","No","No","No","Yes"
"2016-001815-19","An open-label single-arm rater-blinded multicenter phase 1/2 study to assess safety and diagnostic accuracy and radiotherapeutic implications of pre-operative Ga-68-PSMA-11 PET/CT imaging in comparison to histopathology in newly-diagnosed prostate cancer (PCA) patients at high risk for metastasis scheduled for radical prostatectomy (RP) with extended pelvic lymph node dissection (EPLND).","AT","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-001815-19","An open-label single-arm rater-blinded multicenter phase 1/2 study to assess safety and diagnostic accuracy and radiotherapeutic implications of pre-operative Ga-68-PSMA-11 PET/CT imaging in comparison to histopathology in newly-diagnosed prostate cancer (PCA) patients at high risk for metastasis scheduled for radical prostatectomy (RP) with extended pelvic lymph node dissection (EPLND).","DE","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-001935-12","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017 - Medzinárodný liečebný  protokol pre deti a adolescentov s akútnou lymfoblastovou leukémiou ","AT","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","No","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-001935-12","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017 - Medzinárodný liečebný  protokol pre deti a adolescentov s akútnou lymfoblastovou leukémiou ","SK","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","No","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-001935-12","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017- Mezinárodní léčebný protokol pro léčbu akutní lymfoblastické leukémie u dětí a dospívajících","DE","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","No","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-001935-12","AIEOP-BFM ALL 2017 - International collaborative treatment protocol for children and adolescents with acute lymphoblastic leukemiaAIEOP-BFM ALL 2017 - Medzinárodný liečebný  protokol pre deti a adolescentov s akútnou lymfoblastovou leukémiou ","CZ","No","No","Yes","ok","Yes","No","Yes","Yes","2+","Yes","No","Yes","No","No","Yes","No","No","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair Anomalies","FR","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair AnomaliesEstudio fase 2 de eficacia y seguridad de Niraparib en hombres con cáncerde próstata metastásico resistente a castración y anomalías en lareparación de ADN","ES","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair Anomalies","GB","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair AnomaliesEstudio fase 2 de eficacia y seguridad de Niraparib en hombres con cáncerde próstata metastásico resistente a castración y anomalías en lareparación de ADN","SE","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair Anomalies","DK","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair AnomaliesEstudio fase 2 de eficacia y seguridad de Niraparib en hombres con cáncerde próstata metastásico resistente a castración y anomalías en lareparación de ADN","BE","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-002057-38","A Phase 2 Efficacy and Safety Study of Niraparib in Men with Metastatic Castration-Resistant Prostate Cancer and DNA-Repair Anomalies","NL","No","No","Yes","ok","No","No","No","No","1","No","No","Yes","No","No","No","No","No","1","No","1","Yes","No","No","No","No","No","No"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","AT","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","HU","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","CZ","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","DE","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","ES","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","GR","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","BE","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","PL","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","FR","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003092-22","A PHASE III MULTICENTER RANDOMIZED STUDY OF ATEZOLIZUMAB (ANTI−PD-L1 ANTIBODY) IN COMBINATION WITH ENZALUTAMIDE VERSUS ENZALUTAMIDE ALONE IN PATIENTS WITH METASTATIC CASTRATION-RESISTANT PROSTATE CANCER AFTER FAILURE OF AN ANDROGEN SYNTHESIS INHIBITOR AND FAILURE OF INELIGIBILITY FOR OR REFUSAL OF A TAXANE REGIMEN","DK","No","No","Yes","ok","Yes","No","No","Yes","2+","Yes","No","Yes","No","No","Yes","No","Yes","2+","Yes","2+","Yes","No","No","Yes","Yes","No","Yes"
"2016-003653-15","A multi-center double-blind placebo-controlled Phase 2b study to evaluate the efficacy and safety of macitentan in subjects with heart failure with preserved ejection fraction and pulmonary vascular diseaseEstudio de fase IIb multicéntrico con doble enmascaramiento y controlado con placebo para evaluar la eficacia y la seguridad de macitentan en pacientes con insuficiencia cardíaca con fracción de eyección preservada y vasculopatía pulmonar.","ES","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","No"
"2016-003653-15","A multi-center double-blind placebo-controlled Phase 2b study to evaluate the efficacy and safety of macitentan in subjects with heart failure with preserved ejection fraction and pulmonary vascular diseaseEstudio de fase IIb multicéntrico con doble enmascaramiento y controlado con placebo para evaluar la eficacia y la seguridad de macitentan en pacientes con insuficiencia cardíaca con fracción de eyección preservada y vasculopatía pulmonar.","AT","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","No"
"2016-003653-15","A multi-center double-blind placebo-controlled Phase 2b study to evaluate the efficacy and safety of macitentan in subjects with heart failure with preserved ejection fraction and pulmonary vascular diseaseEstudio de fase IIb multicéntrico con doble enmascaramiento y controlado con placebo para evaluar la eficacia y la seguridad de macitentan en pacientes con insuficiencia cardíaca con fracción de eyección preservada y vasculopatía pulmonar.","HU","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","No"
"2016-003653-15","A multi-center double-blind placebo-controlled Phase 2b study to evaluate the efficacy and safety of macitentan in subjects with heart failure with preserved ejection fraction and pulmonary vascular disease","DK","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","No"
"2016-003653-15","A multi-center double-blind placebo-controlled Phase 2b study to evaluate the efficacy and safety of macitentan in subjects with heart failure with preserved ejection fraction and pulmonary vascular diseaseEstudio de fase IIb multicéntrico con doble enmascaramiento y controlado con placebo para evaluar la eficacia y la seguridad de macitentan en pacientes con insuficiencia cardíaca con fracción de eyección preservada y vasculopatía pulmonar.","BG","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","No"
"2016-003653-15","A multi-center double-blind placebo-controlled Phase 2b study to evaluate the efficacy and safety of macitentan in subjects with heart failure with preserved ejection fraction and pulmonary vascular disease","CZ","Yes","No","No","ok","Yes","No","Yes","Yes","2+","No","Yes","No","No","Yes","Yes","No","Yes","2+","Yes","2+","No","Yes","No","Yes","Yes","No","No"
